,exp_id,agent_id,env_name,exp_seed,num_episodes,policy_seed,K,policy_id,dir_policy_id,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA
919,647,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.969400000000005,1.03647896264228,1.6,-0.95,17.347,13.3975591433664,0.061112515211105,0.138387159042266,1,233,0,762,5
921,535,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.38234999999999,0.544087288493309,1.6,-0.7,17.599,7.94280800472981,0.067111545801163,0.175332458057778,1,51,0,915,34
936,22,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.0552,0.946946651084413,1.6,-0.95,20.414,15.7656146090154,0.07610785317421,0.222431990347045,1,175,0,780,45
943,668,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.26585,0.782126126337688,1.6,-0.95,14.679,5.93244966266044,0.058421939849854,0.146689579441319,1,117,0,883,0
954,317,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.2437,0.764473877905581,1.6,-0.8,18.841,6.13642558823946,0.075189818620682,0.193212431464811,1,127,0,863,10
956,560,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.41554999999999,0.566485390367656,1.6,-1,47.309,10.6209942566598,0.12313423705101,0.521327229556382,1,55,0,945,0
961,724,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.364750000000002,1.19976245044592,1.6,-0.95,11.999,10.9273509598621,0.048677409648895,0.134454070093316,1,491,0,509,0
966,611,0,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.54984999999999,0.04977426543908,1.6,1.5,16.384,3.65794259112961,0.065221997976303,0.165686386731631,1,0,0,1000,0
976,21,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.43664999999999,0.51751258680345,1.6,-1,47.824,9.68209811972591,0.121105366230011,0.504763275576445,1,46,0,954,0
983,437,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.1727,0.86244403296678,1.6,-0.95,14.778,6.21230359850515,0.062244565248489,0.18330340130191,1,158,0,842,0
985,486,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.55369999999999,0.049862912068991,1.6,1.5,16.325,2.82371652259925,0.063315440416336,0.163890945160121,1,0,0,1000,0
990,217,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.45074999999999,0.487485320291801,1.6,-1,48.075,8.91332569807701,0.116953029155731,0.482199981438794,1,40,0,960,0
994,74,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.55209999999999,0.049955880534728,1.6,1.5,14.432,2.04533029117549,0.058668475389481,0.158965843771952,1,0,0,1000,0
997,675,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.726500000000005,1.14509071693032,1.6,-0.95,13.363,7.91007149145948,0.051911025285721,0.132322127137688,1,341,0,659,0
1010,124,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,0.668350000000004,1.11486132657833,1.6,-0.95,11.388,5.41972840647942,0.04324325633049,0.102282040500158,1,375,0,620,5
1012,707,0,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.41279999999999,0.547641452046869,1.6,-0.95,47.765,9.71307237695674,0.112872319221497,0.448784543707866,1,49,0,938,13
1014,614,0,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.1087,0.94020705698267,1.6,-0.95,15,6.79970587599199,0.064353734731674,0.196686120631777,1,175,0,817,8
1018,660,0,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.54649999999999,0.049877349568717,1.6,1.5,18.679,1.78548564822011,0.076069492340088,0.199615012049245,1,0,0,1000,0
1021,395,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.37599999999999,0.61892164285958,1.6,-0.95,46.717,11.6647722223797,0.120619447946548,0.503404028347549,1,67,0,927,6
1025,591,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.43874999999999,0.508793609924497,1.6,-1,47.833,9.39558997615371,0.124093609333038,0.521913021417242,1,44,0,953,3
1026,415,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.55099999999999,0.0499899989998,1.6,1.5,21.01,5.84823905120165,0.082609214305878,0.225269368932915,1,0,0,1000,0
1050,125,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.50619999999999,0.31100090032024,1.6,-0.7,15.444,2.67223951022359,0.062017879486084,0.165850434272106,1,19,0,981,0
1062,467,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,0.605600000000005,1.12719281402961,1.6,-0.95,11.755,6.10466829565702,0.046060111522675,0.118826399795006,1,400,0,592,8
1073,59,1,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.1333,0.900078391030472,1.6,-0.95,18.914,14.0672884380751,0.070752570867538,0.163941322432906,1,164,0,821,15
1076,268,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.52854999999999,0.143204041493248,1.6,0.5,17.332,5.01914096235601,0.067571713685989,0.172221746908261,1,0,0,982,18
1083,255,1,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,0.865400000000003,1.00487702730234,1.6,-0.95,24.326,17.0449325020664,0.095938174962997,0.308479097104939,1,242,0,675,83
1087,577,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.279250000000001,1.17302682727208,1.6,-0.95,9.925,5.12146219355371,0.040849784135818,0.112242375502907,1,538,0,462,0
1092,465,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,0.955200000000004,1.02163494458637,1.6,-0.95,13.101,5.33805198550932,0.053203523874283,0.146298107512458,1,249,0,751,0
1093,465,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,0.955050000000004,1.02205772708786,1.6,-0.95,13.101,5.33805198550932,0.053203523874283,0.146298107512458,1,249,0,751,0
1095,458,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.54899999999999,0.050289163842721,1.6,1.45,19.123,1.98541456628081,0.076212951421738,0.199631536872061,1,0,0,1000,0
1117,605,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.54684999999999,0.049674716909108,1.6,1.5,16.463,3.96038268352946,0.064640130996704,0.15577700864767,1,0,0,1000,0
1122,514,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,0.863600000000005,1.05147992848176,1.6,-0.95,13.372,7.98909356560555,0.053164644002914,0.136613626681144,1,273,0,700,27
1123,514,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,0.895400000000004,1.06584184567881,1.6,-0.95,13.372,7.98909356560555,0.053164644002914,0.136613626681144,1,273,0,724,3
1124,563,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,0.833900000000004,1.11398419647677,1.6,-0.95,12.165,6.07583533351588,0.052652067899704,0.155260191688872,1,293,0,707,0
1125,563,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.836250000000006,1.1171161253424,1.6,-0.95,12.165,6.07583533351588,0.052652067899704,0.155260191688872,1,293,0,707,0
1139,332,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,0.875450000000004,1.07065157614418,1.6,-0.95,14.251,11.1004503962677,0.055330814838409,0.135733313390314,1,278,0,718,4
1140,172,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.1474,0.851321466897202,1.6,-0.8,13.302,3.03822250666405,0.056102022171021,0.166520324872836,1,176,0,824,0
1152,565,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,0.494650000000005,1.1685627400786,1.6,-0.95,13.219,10.9597919232073,0.053307947158813,0.156985235589026,1,439,0,553,8
1163,297,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.43234999999999,0.519471825511257,1.6,-1,47.79,9.58508737571025,0.121833748579025,0.505941716939859,1,46,0,952,2
1165,409,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.43399999999999,0.515930227840935,1.6,-0.95,16.455,3.70620763044922,0.066888279438019,0.180984839977115,1,48,0,952,0
1166,464,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.54959999999999,0.050446407206064,1.6,1.45,19.065,1.96335809265656,0.074246677398682,0.186954708146992,1,0,0,1000,0
1174,220,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,0.484350000000004,1.18226586582714,1.6,-0.95,11.664,8.49064803180535,0.046069272756577,0.112326086981484,1,438,0,553,9
1175,220,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.496300000000004,1.18260361491077,1.6,-0.95,11.664,8.49064803180535,0.046069272756577,0.112326086981484,1,438,0,562,0
1181,108,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.02675,0.971872901926991,1.6,-0.95,20.338,15.5432865250564,0.076443898916245,0.215063167237885,1,216,0,779,5
1186,511,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.42634999999999,0.53867724798807,1.6,-1,47.646,10.0191159290628,0.119109668254852,0.490115903411803,1,50,0,950,0
1196,712,0,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.440800000000004,1.20043340506669,1.6,-0.95,12.458,11.436530767676,0.05171867609024,0.190311625487206,1,457,0,543,0
1201,94,1,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.52559999999999,0.182276273826299,1.6,0.15,17.631,4.52933096604786,0.067854389667511,0.176865805950805,1,0,0,984,16
1202,70,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.42769999999999,0.544047525497542,1.6,-1,47.488,10.2861001356199,0.121343427419662,0.509174833114619,1,50,0,950,0
1209,115,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.3636,0.616915747894317,1.6,-0.75,16.137,5.25130755145802,0.062641980409622,0.149219628278302,1,81,0,919,0
1211,129,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.36824999999999,0.606250309278271,1.6,-0.75,18.555,4.47291571572727,0.07365238904953,0.195305709004501,1,80,0,920,0
1215,87,1,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,0.921400000000005,1.02951301108825,1.6,-0.95,14.087,10.1997760269528,0.061849318504334,0.260876483723529,1,239,0,727,34
1219,10,1,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.0733,0.926219255900027,1.6,-0.95,20.963,15.9248118042255,0.078158950805664,0.211671016134934,1,173,0,787,40
1221,3,1,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.43434999999999,0.523968107330972,1.6,-1,47.787,9.74338909209726,0.116986690282822,0.491830368137345,1,47,0,953,0
1228,173,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,0.951750000000004,1.02179471397145,1.6,-0.95,14.857,8.42119653018501,0.063004222631454,0.225690814743231,1,244,0,744,12
1238,271,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.134,0.913216294204177,1.6,-0.95,12.669,6.55052967324017,0.051938610076904,0.143814793246628,1,160,0,823,17
1240,23,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.54839999999999,0.049974393443042,1.6,1.5,15.181,2.37323386963864,0.061288462400436,0.167143942872586,1,0,0,1000,0
1250,219,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.55109999999999,0.049987898535546,1.6,1.5,20.919,5.69336798389143,0.084341647624969,0.250938606750854,1,0,0,1000,0
1259,556,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.2889,0.746194874010803,1.6,-0.95,17.663,5.00993323308804,0.068232658863068,0.172134736990365,1,110,0,890,0
1272,413,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.40799999999999,0.562930723979426,1.6,-1,47.459,10.0844592814885,0.115950856685638,0.476961928974487,1,54,0,939,7
1279,227,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.146,0.853647468220926,1.6,-0.75,19.051,9.17149927765357,0.077564343214035,0.242499385299707,1,176,0,824,0
1305,346,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.43684999999999,0.510572793536827,1.6,-1,47.888,9.46770595234136,0.119529386758804,0.503269186177813,1,45,0,955,0
1314,321,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.51879999999999,0.259357976549788,1.6,-0.7,15.729,3.0665222973264,0.065479280948639,0.182711840409463,1,13,0,987,0
1333,381,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,0.696500000000003,1.12134417107327,1.6,-0.95,12.276,8.1500812265891,0.054051855564117,0.204273915053005,1,342,0,639,19
1335,654,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.39564999999999,0.597757122500434,1.6,-0.95,17.55,8.18800952613027,0.069405459880829,0.174616702731822,1,64,0,936,0
1342,664,0,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.51474999999999,0.244366400104434,1.6,1.38777878078145E-17,16.974,5.91179532798625,0.06713528752327,0.168087070437406,1,0,0,974,26
1355,248,1,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.42719999999999,0.527693244224331,1.6,-1.1,47.882,9.42985026392254,0.122643885135651,0.507278102953514,1,46,0,947,7
1363,549,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.841150000000006,1.11080114219423,1.6,-0.95,23.953,18.8523417908757,0.093294194221497,0.325436142921574,1,289,0,711,0
1364,270,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.55409999999999,0.049831616469868,1.6,1.5,14.718,2.29618727459238,0.060334790706635,0.169951635411222,1,0,0,1000,0
1370,171,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,0.707650000000004,1.11220230960919,1.6,-0.95,12.279,7.08245430624159,0.051749122619629,0.154383473378726,1,343,0,642,15
1371,171,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,0.729250000000004,1.11424276416766,1.6,-0.95,12.279,7.08245430624159,0.051749122619629,0.154383473378726,1,343,0,651,6
1372,709,0,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.55099999999999,0.0499899989998,1.6,1.5,20.135,5.2096808923388,0.080016249895096,0.214663302994029,1,0,0,1000,0
1374,366,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.38819999999999,0.570715130340874,1.6,-0.9,18.648,8.93241826159075,0.070634010314941,0.166628607704656,1,64,0,927,9
1377,234,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,0.747200000000005,1.13838576941211,1.6,-0.95,12.766,8.638127343354,0.052474701881409,0.140520551421902,1,331,0,669,0
1401,192,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.2497,0.76074299865329,1.6,-0.85,19.899,10.0346798155198,0.082389168024063,0.268333551133337,1,117,0,868,15
1409,640,1,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.39279999999999,0.596383400171399,1.6,-1,47.233,10.7943833079987,0.121073793411255,0.506904638314811,1,61,0,932,7
1412,513,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.48359999999999,0.37497471914784,1.6,-0.65,17.741,7.97909261758503,0.072018230438232,0.223088753563773,1,30,0,970,0
1422,368,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.09135,0.882342154438964,1.6,-0.75,14.043,6.10337210073251,0.054392697811127,0.129965174633174,1,195,0,795,10
1424,663,0,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,0.673700000000004,1.14520011788333,1.6,-0.95,13.7,10.6066959982833,0.055417588233948,0.149195132408093,1,366,0,634,0
1431,38,1,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,0.845700000000005,1.06826097466864,1.6,-0.95,13.948,10.6254080392237,0.056549267292023,0.189102754335916,1,284,0,698,18
1434,713,0,Driving7x7RoundAbout-n2-v0,0,1000,4,2,klr_k2_seed4-v0,pi_2,1.52594999999999,0.234806510770039,1.6,-0.65,16.356,2.26257905939218,0.065713243484497,0.164769771654534,1,11,0,989,0
1438,272,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.51504999999999,0.298924735510461,1.6,-0.75,15.747,2.68905020406834,0.063781809568405,0.1710624451706,1,17,0,983,0
1442,365,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,0.919900000000003,1.01524085319692,1.6,-0.95,16.486,12.0410881568071,0.064346730470657,0.163979385102331,1,241,0,721,38
1448,266,0,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.40574999999999,0.565012776404213,1.6,-1,47.586,10.164280791084,0.116353493928909,0.481561459425037,1,52,0,937,11
1456,73,0,Driving7x7RoundAbout-n2-v0,0,1000,0,2,klr_k2_seed0-v0,pi_2,1.04000000000001,0.980736967795129,1.6,-0.95,13.047,8.17745626707964,0.055278019189835,0.198713740599573,1,212,0,788,0
1457,73,1,Driving7x7RoundAbout-n2-v0,0,1000,1,2,klr_k2_seed1-v0,pi_2,1.00690000000001,0.993016812546503,1.6,-0.95,13.047,8.17745626707964,0.055278019189835,0.198713740599573,1,212,0,767,21
1460,516,0,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.06765000000001,0.96012029324455,1.6,-0.95,15.219,7.56551643974157,0.059570201396942,0.149330294681812,1,195,0,797,8
1465,598,1,Driving7x7RoundAbout-n2-v0,0,1000,3,2,klr_k2_seed3-v0,pi_2,1.13375,0.906928022226688,1.6,-0.95,16.325,10.7207917151673,0.063365560770035,0.174720780387095,1,173,0,827,0
1467,304,1,Driving7x7RoundAbout-n2-v0,0,1000,2,2,klr_k2_seed2-v0,pi_2,1.1632,0.875040433351504,1.6,-0.95,22.718,14.5849400410149,0.089624037981033,0.286914205301483,1,159,0,834,7
0,519,0,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.2799,0.710004218297333,1.6,-0.8,18.946,10.6874264441913,0.076508040428162,0.236313032156252,1,97,0,862,41
2,176,0,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.40829999999999,0.540505420879385,1.6,-0.95,21.241,8.40160216863427,0.08648796582222,0.264989793484637,1,45,0,936,19
10,472,0,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.54969999999999,0.0499990999919,1.6,1.5,16.702,3.24456406933196,0.065460396051407,0.161410276630275,1,0,0,1000,0
25,676,1,Driving7x7RoundAbout-n2-v0,0,1000,4,3,klr_k3_seed4-v0,pi_3,1.1791,0.849283927788583,1.6,-0.95,17.851,4.5929074669538,0.071447661876678,0.196549336586166,1,157,0,843,0
43,123,1,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.50749999999999,0.326486982895184,1.6,-0.8,15.5,3.66387772721743,0.061094498157501,0.157498540974336,1,20,0,980,0
61,480,1,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.54829999999999,0.049971091643069,1.6,1.5,16.785,2.11158116112074,0.066107431650162,0.175127730248988,1,0,0,1000,0
65,340,1,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.48919999999999,0.381639044124155,1.6,-0.85,17.567,4.39926255183752,0.069439561605453,0.19533912658322,1,26,0,974,0
69,648,1,Driving7x7RoundAbout-n2-v0,0,1000,4,3,klr_k3_seed4-v0,pi_3,1.40444999999999,0.568887244979183,1.6,-0.95,19.18,5.79461819277163,0.0778271048069,0.214955348451609,1,56,0,940,4
73,410,1,Driving7x7RoundAbout-n2-v0,0,1000,4,3,klr_k3_seed4-v0,pi_3,1.42389999999999,0.521606930552118,1.6,-0.95,20.156,5.08464984045116,0.080241230726242,0.214780477913213,1,50,0,942,8
74,229,0,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.2831,0.687105806990451,1.6,-0.8,20.489,8.70550854344535,0.079252943515778,0.177461019969367,1,87,0,860,53
82,425,0,Driving7x7RoundAbout-n2-v0,0,1000,1,3,klr_k3_seed1-v0,pi_3,0.918400000000003,0.99177186892954,1.6,-0.95,17.877,11.8833442683447,0.072867551088333,0.238392397589188,1,228,0,709,63
104,77,0,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.3131,0.721549298385076,1.6,-1.1,46.018,12.2721504228069,0.111079875946045,0.461660246615755,1,95,0,902,3
125,60,1,Driving7x7RoundAbout-n2-v0,0,1000,1,3,klr_k3_seed1-v0,pi_3,1.34565,0.64003013796227,1.6,-0.85,19.104,11.3425386929029,0.073629099130631,0.214040453798325,1,73,0,902,25
129,4,1,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.2566,0.791793180066619,1.6,-1,45.127,13.4857284193328,0.109927254676819,0.472687278714059,1,117,0,878,5
130,128,0,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.08075,0.831728283455604,1.6,-0.8,24.016,11.1063830295916,0.092182350158691,0.247779769699964,1,131,0,748,121
142,568,0,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.1296,0.862385551827025,1.6,-0.95,23.743,13.6443010447586,0.090589909791946,0.246875570519952,1,166,0,805,29
146,569,0,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.45869999999999,0.441479682431702,1.6,-0.95,20.644,5.22352984101747,0.085608724832535,0.255897215470498,1,29,0,956,15
148,573,0,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.0502,0.935302068852628,1.6,-0.95,17.744,8.64375288864738,0.069092285394669,0.168030046951593,1,194,0,771,35
159,256,1,Driving7x7RoundAbout-n2-v0,0,1000,1,3,klr_k3_seed1-v0,pi_3,1.06505,0.910544341314577,1.6,-0.8,21.718,13.0767150309242,0.089697262525558,0.306742974216491,1,194,0,783,23
164,78,0,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.26085,0.744586984508861,1.6,-0.85,24.83,12.4657570969436,0.100125716209412,0.324126838775502,1,93,0,866,41
175,263,1,Driving7x7RoundAbout-n2-v0,0,1000,1,3,klr_k3_seed1-v0,pi_3,1.3541,0.616091056581731,1.6,-0.95,18.213,7.58153223299881,0.073335745573044,0.197757237973003,1,58,0,905,37
179,431,1,Driving7x7RoundAbout-n2-v0,0,1000,4,3,klr_k3_seed4-v0,pi_3,1.41014999999999,0.502189682789284,1.6,-0.85,21.051,8.58815457476168,0.083546270132065,0.239118912129931,1,42,0,926,32
180,80,0,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.55159999999999,0.049974393443042,1.6,1.5,19.145,3.29696451300283,0.075009732961655,0.191845367305632,1,0,0,1000,0
183,403,1,Driving7x7RoundAbout-n2-v0,0,1000,4,3,klr_k3_seed4-v0,pi_3,1.48149999999999,0.384178018631987,1.6,-0.95,22.736,10.00381447249,0.092165425539017,0.288693046248203,1,24,0,974,2
205,319,1,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,1.50064999999999,0.34553882198676,1.6,-0.8,16.013,4.80570816841805,0.06571044588089,0.180020604571442,1,24,0,976,0
214,34,0,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.40299999999999,0.556929977645308,1.6,-0.95,20.594,4.8159281556103,0.081682506799698,0.219629717127836,1,58,0,936,6
236,322,0,Driving7x7RoundAbout-n2-v0,0,1000,1,3,klr_k3_seed1-v0,pi_3,1.32294999999999,0.709394669771349,1.6,-1.25,46.21,12.0977642562583,0.116087403774261,0.477527901845755,1,85,0,906,9
249,382,1,Driving7x7RoundAbout-n2-v0,0,1000,3,3,klr_k3_seed3-v0,pi_3,1.0092,0.959049195818439,1.6,-0.85,14.721,8.31511629503761,0.058750085115433,0.157017933803468,1,229,0,771,0
252,30,0,Driving7x7RoundAbout-n2-v0,0,1000,0,3,klr_k3_seed0-v0,pi_3,1.24475,0.796564459099194,1.6,-0.95,19.73,7.26051651055213,0.077104624986649,0.19352521666525,1,119,0,870,11
267,690,1,Driving7x7RoundAbout-n2-v0,0,1000,4,3,klr_k3_seed4-v0,pi_3,1.21645,0.841193733630964,1.6,-1.25,44.675,13.8784500215262,0.109029822587967,0.449041568058031,1,133,0,863,4
270,522,0,Driving7x7RoundAbout-n2-v0,0,1000,2,3,klr_k3_seed2-v0,pi_3,0.885450000000006,1.0329500459848,1.6,-0.95,15.823,8.96290527675039,0.064880179405212,0.17644758471211,1,276,0,703,21
271,522,1,Driving7x7RoundAbout-n2-v0,0,1000,3,3,klr_k3_seed3-v0,pi_3,0.876200000000005,1.04302375811868,1.6,-0.9,15.823,8.96290527675039,0.064880179405212,0.17644758471211,1,276,0,712,12
